"Date","Primary_Bird","Video_Num","Subject","Behavior","Modifiers","Vid_occurrences","Vid_duration","Vid_visible","Day_visible","Day_occurrences","Day_duration","Rate_per_min_vid","Rate_per_min_day","Percent_time_visible_vid","Percent_time_visible_day"
2025-09-19,"C","1","Broken beak","Feed","Auto-|Unknown|None",15,NA,78.879,78.879,15,NA,11.4098809569087,11.4098809569087,NA,NA
2025-09-19,"C","1","Broken beak","Feed","Auto-|Successful|None",10,NA,78.879,78.879,10,NA,7.60658730460579,7.60658730460579,NA,NA
2025-09-19,"C","1","Broken beak","Feed","Auto-|Unsuccessful|None",5,NA,78.879,78.879,5,NA,3.80329365230289,3.80329365230289,NA,NA
2025-09-19,"C","1","Broken beak","Foraging","",3,78.879,78.879,78.879,3,78.879,NA,NA,100,100
2025-09-19,"C","1","Other crow #1","Preen","Auto-|None",1,7.76,655.417,655.417,1,7.76,NA,NA,1.18397905455611,1.18397905455611
2025-09-19,"C","1","Other crow #1","Alert","",14,38.799,655.417,655.417,14,38.799,NA,NA,5.9197426981601,5.9197426981601
2025-09-19,"C","1","Other crow #1","Vocal","",5,NA,655.417,655.417,5,NA,0.457723861297464,0.457723861297464,NA,NA
2025-09-19,"C","1","Other crow #1","Feed","Auto-|Unknown|None",14,NA,655.417,655.417,14,NA,1.2816268116329,1.2816268116329,NA,NA
2025-09-19,"C","1","Other crow #1","Feed","Auto-|Successful|None",36,NA,655.417,655.417,36,NA,3.29561180134174,3.29561180134174,NA,NA
2025-09-19,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",3,NA,655.417,655.417,3,NA,0.274634316778478,0.274634316778478,NA,NA
2025-09-19,"C","1","Other crow #1","Foraging","",18,608.858,655.417,655.417,18,608.858,NA,NA,92.8962782472838,92.8962782472838
2025-09-02,"C","1","No focal subject","Unclear video","",3,2.92,NA,NA,10,50.635,NA,NA,NA,NA
2025-09-02,"C","1","Other crow #1","Preen","Auto-|None",2,8.56,251.637,486.156,3,12.68,NA,NA,3.40172550141672,2.60821629271263
2025-09-02,"C","1","Other crow #1","Alert","",1,3.8,251.637,486.156,2,11.6,NA,NA,1.5101117880121,2.38606537819136
2025-09-02,"C","1","Other crow #1","Feed","Auto-|Unknown|None",11,NA,251.637,486.156,14,NA,2.62282573707364,1.7278404462765,NA,NA
2025-09-02,"C","1","Other crow #1","Feed","Auto-|Successful|None",13,NA,251.637,486.156,14,NA,3.0997031438143,1.7278404462765,NA,NA
2025-09-02,"C","1","Other crow #1","Foraging","",7,239.277,251.637,486.156,15,461.876,NA,NA,95.0881627105712,95.005718329096
2025-09-02,"C","2","No focal subject","Unclear video","",7,47.715,NA,NA,10,50.635,NA,NA,NA,NA
2025-09-02,"C","2","Other crow #1","Preen","Auto-|None",1,4.12,234.519,486.156,3,12.68,NA,NA,1.75678729655167,2.60821629271263
2025-09-02,"C","2","Other crow #1","Alert","",1,7.8,234.519,486.156,2,11.6,NA,NA,3.32595653230655,2.38606537819136
2025-09-02,"C","2","Other crow #1","Feed","Auto-|Unknown|None",3,NA,234.519,486.156,14,NA,0.767528430532281,1.7278404462765,NA,NA
2025-09-02,"C","2","Other crow #1","Feed","Auto-|Successful|None",1,NA,234.519,486.156,14,NA,0.255842810177427,1.7278404462765,NA,NA
2025-09-02,"C","2","Other crow #1","Foraging","",8,222.599,234.519,486.156,15,461.876,NA,NA,94.9172561711418,95.005718329096
2025-11-20,"BB","1","No focal subject","Unclear video","",15,25.88,NA,NA,20,45.464,NA,NA,NA,NA
2025-11-20,"BB","1","Broken beak","Feed","Auto-|Unknown|None",19,NA,222.32,250.6,27,NA,5.1277437927312,6.46448523543496,NA,NA
2025-11-20,"BB","1","Broken beak","Feed","Auto-|Successful|None",27,NA,222.32,250.6,28,NA,7.28679381072328,6.70391061452514,NA,NA
2025-11-20,"BB","1","Broken beak","Feed","Auto-|Unsuccessful|None",20,NA,222.32,250.6,21,NA,5.39762504498021,5.02793296089385,NA,NA
2025-11-20,"BB","1","Broken beak","Foraging","",15,222.32,222.32,250.6,17,250.6,NA,NA,100,100
2025-11-20,"BB","2","No focal subject","Unclear video","",3,15.44,NA,NA,20,45.464,NA,NA,NA,NA
2025-11-20,"BB","2","Broken beak","Feed","Auto-|Unknown|None",8,NA,28.28,250.6,27,NA,16.973125884017,6.46448523543496,NA,NA
2025-11-20,"BB","2","Broken beak","Feed","Auto-|Successful|None",1,NA,28.28,250.6,28,NA,2.12164073550212,6.70391061452514,NA,NA
2025-11-20,"BB","2","Broken beak","Feed","Auto-|Unsuccessful|None",1,NA,28.28,250.6,21,NA,2.12164073550212,5.02793296089385,NA,NA
2025-11-20,"BB","2","Broken beak","Foraging","",2,28.28,28.28,250.6,17,250.6,NA,NA,100,100
2025-11-20,"C","1","No focal subject","Unclear video","",2,4.144,NA,NA,20,45.464,NA,NA,NA,NA
2025-11-20,"C","1","Other crow #1","Preen","Auto-|None",2,13.36,128.4,128.4,2,13.36,NA,NA,10.404984423676,10.404984423676
2025-11-20,"C","1","Other crow #1","Alert","",1,4,128.4,128.4,1,4,NA,NA,3.11526479750779,3.11526479750779
2025-11-20,"C","1","Other crow #1","Resting","",3,111.04,128.4,128.4,3,111.04,NA,NA,86.4797507788162,86.4797507788162
2025-06-20,"BB","1","No focal subject","Unclear video","",1,0.84,NA,NA,15,46.738,NA,NA,NA,NA
2025-06-20,"BB","1","Broken beak","Preen","Auto-|None",3,23.119,170.999,170.999,3,23.119,NA,NA,13.5199621050416,13.5199621050416
2025-06-20,"BB","1","Broken beak","Alert","",4,25.72,170.999,170.999,4,25.72,NA,NA,15.0410236317171,15.0410236317171
2025-06-20,"BB","1","Broken beak","Feed","Auto-|Unsuccessful|None",3,NA,170.999,170.999,3,NA,1.05263773472359,1.05263773472359,NA,NA
2025-06-20,"BB","1","Broken beak","Feed","Auto-|Successful|None",1,NA,170.999,170.999,1,NA,0.350879244907865,0.350879244907865,NA,NA
2025-06-20,"BB","1","Broken beak","Feed","Auto-|Unknown|None",3,NA,170.999,170.999,3,NA,1.05263773472359,1.05263773472359,NA,NA
2025-06-20,"BB","1","Broken beak","Foraging","",6,122.16,170.999,170.999,6,122.16,NA,NA,71.4390142632413,71.4390142632413
2025-06-20,"C","1","No focal subject","Unclear video","",2,6.82,NA,NA,15,46.738,NA,NA,NA,NA
2025-06-20,"C","1","Other crow #1","Preen","Auto-|None",1,69.72,240.439,592.239,2,71.88,NA,NA,28.9969597278312,12.1369919914089
2025-06-20,"C","1","Other crow #1","Alert","",1,6.24,240.439,592.239,3,14.52,NA,NA,2.59525284999522,2.45171290644486
2025-06-20,"C","1","Other crow #1","Feed","Auto-|Unknown|None",7,NA,240.439,592.239,30,NA,1.7468048028814,3.03931352038619,NA,NA
2025-06-20,"C","1","Other crow #1","Feed","Auto-|Successful|None",2,NA,240.439,592.239,19,NA,0.499087086537542,1.92489856291126,NA,NA
2025-06-20,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,240.439,592.239,2,NA,0.249543543268771,0.20262090135908,NA,NA
2025-06-20,"C","1","Other crow #1","Foraging","",3,138.479,240.439,592.239,14,479.839,NA,NA,57.5942338805269,81.0211755726995
2025-06-20,"C","1","Other crow #1","Resting","",1,26,240.439,592.239,1,26,NA,NA,10.8135535416467,4.39011952944673
2025-06-20,"C","2","No focal subject","Unclear video","",3,6.45,NA,NA,15,46.738,NA,NA,NA,NA
2025-06-20,"C","2","Other crow #1","Preen","Auto-|None",1,2.16,33.44,592.239,2,71.88,NA,NA,6.45933014354067,12.1369919914089
2025-06-20,"C","2","Other crow #1","Alert","",1,6.92,33.44,592.239,3,14.52,NA,NA,20.6937799043062,2.45171290644486
2025-06-20,"C","2","Other crow #1","Feed","Auto-|Unknown|None",1,NA,33.44,592.239,30,NA,1.79425837320574,3.03931352038619,NA,NA
2025-06-20,"C","2","Other crow #1","Foraging","",3,24.36,33.44,592.239,14,479.839,NA,NA,72.8468899521531,81.0211755726995
2025-06-20,"C","3","No focal subject","Unclear video","",4,10.42,NA,NA,15,46.738,NA,NA,NA,NA
2025-06-20,"C","3","Other crow #1","Feed","Auto-|Successful|None",13,NA,222.44,592.239,19,NA,3.50656356770365,1.92489856291126,NA,NA
2025-06-20,"C","3","Other crow #1","Feed","Auto-|Unknown|None",15,NA,222.44,592.239,30,NA,4.0460348858119,3.03931352038619,NA,NA
2025-06-20,"C","3","Other crow #1","Feed","Auto-|Unsuccessful|None",1,NA,222.44,592.239,2,NA,0.269735659054127,0.20262090135908,NA,NA
2025-06-20,"C","3","Other crow #1","Foraging","",3,222.44,222.44,592.239,14,479.839,NA,NA,100,81.0211755726995
2025-06-20,"C","4","No focal subject","Unclear video","",5,22.208,NA,NA,15,46.738,NA,NA,NA,NA
2025-06-20,"C","4","Other crow #1","Alert","",1,1.36,95.92,592.239,3,14.52,NA,NA,1.41784820683903,2.45171290644486
2025-06-20,"C","4","Other crow #1","Feed","Auto-|Unknown|None",7,NA,95.92,592.239,30,NA,4.37864887406172,3.03931352038619,NA,NA
2025-06-20,"C","4","Other crow #1","Feed","Auto-|Successful|None",4,NA,95.92,592.239,19,NA,2.50208507089241,1.92489856291126,NA,NA
2025-06-20,"C","4","Other crow #1","Foraging","",5,94.56,95.92,592.239,14,479.839,NA,NA,98.582151793161,81.0211755726995
2025-08-21,"BB","1","No focal subject","Unclear video","",11,10.504,NA,NA,63,276.74,NA,NA,NA,NA
2025-08-21,"BB","1","Broken beak","Preen","Auto-|None",1,2.36,699.92,2485.759,2,6.28,NA,NA,0.337181392159104,0.252639133560414
2025-08-21,"BB","1","Broken beak","Alert","",2,15.52,699.92,2485.759,6,28.68,NA,NA,2.21739627385987,1.15377234880775
2025-08-21,"BB","1","Broken beak","Vocal","",1,NA,699.92,2485.759,1,NA,0.0857240827523146,0.0241374968369822,NA,NA
2025-08-21,"BB","1","Broken beak","Feed","Auto-|Unsuccessful|None",19,NA,699.92,2485.759,41,NA,1.62875757229398,0.98963737031627,NA,NA
2025-08-21,"BB","1","Broken beak","Feed","Auto-|Unknown|None",13,NA,699.92,2485.759,114,NA,1.11441307578009,2.75167463941597,NA,NA
2025-08-21,"BB","1","Broken beak","Feed","Auto-|Successful|None",3,NA,699.92,2485.759,102,NA,0.257172248256944,2.46202467737218,NA,NA
2025-08-21,"BB","1","Broken beak","Foraging","",20,265.76,699.92,2485.759,77,2034.519,NA,NA,37.9700537204252,81.8469932121336
2025-08-21,"BB","1","Broken beak","Resting","",8,416.28,699.92,2485.759,8,416.28,NA,NA,59.4753686135558,16.7465953054982
2025-08-21,"BB","2","No focal subject","Close proximity","Mutual|Mutual",4,25.24,NA,NA,5,50.439,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Close proximity","Other crow #1|Broken beak",5,74.678,NA,NA,6,93.358,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Close proximity","Broken beak|Other crow #1",2,39.52,NA,NA,2,39.52,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Within 5m","Other crow #1|Broken beak",2,10.8,NA,NA,2,10.8,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Within 5m","Mutual|Mutual",5,263.76,NA,NA,8,344.439,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Within 5m","Broken beak|Other crow #1",1,23.32,NA,NA,1,23.32,NA,NA,NA,NA
2025-08-21,"BB","2","No focal subject","Unclear video","",44,241.597,NA,NA,63,276.74,NA,NA,NA,NA
2025-08-21,"BB","2","Broken beak","Preen","Auto-|None",1,3.92,1655.399,2485.759,2,6.28,NA,NA,0.236800916274566,0.252639133560414
2025-08-21,"BB","2","Broken beak","Alert","",3,9.08,1655.399,2485.759,6,28.68,NA,NA,0.548508244840066,1.15377234880775
2025-08-21,"BB","2","Broken beak","Feed","Auto-|Successful|None",90,NA,1655.399,2485.759,102,NA,3.26205343847616,2.46202467737218,NA,NA
2025-08-21,"BB","2","Broken beak","Feed","Auto-|Unsuccessful|None",19,NA,1655.399,2485.759,41,NA,0.688655725900523,0.98963737031627,NA,NA
2025-08-21,"BB","2","Broken beak","Feed","Auto-|Unknown|None",95,NA,1655.399,2485.759,114,NA,3.44327862950262,2.75167463941597,NA,NA
2025-08-21,"BB","2","Broken beak","Foraging","",49,1642.399,1655.399,2485.759,77,2034.519,NA,NA,99.2146908388854,81.8469932121336
2025-08-21,"BB","2","Other crow #1","Feed","Auto-|Unknown|None",9,NA,336.961,671.081,28,NA,1.60255934663062,2.50342358076,NA,NA
2025-08-21,"BB","2","Other crow #1","Feed","Auto-|Successful|None",21,NA,336.961,671.081,31,NA,3.73930514213811,2.77164753584143,NA,NA
2025-08-21,"BB","2","Other crow #1","Feed","Auto-|Unsuccessful|None",2,NA,336.961,671.081,5,NA,0.356124299251249,0.447039925135714,NA,NA
2025-08-21,"BB","2","Other crow #1","Foraging","",28,336.961,336.961,671.081,39,662.761,NA,NA,100,98.7602092742903
2025-08-21,"BB","3","No focal subject","Close proximity","Other crow #1|Broken beak",1,18.68,NA,NA,6,93.358,NA,NA,NA,NA
2025-08-21,"BB","3","No focal subject","Close proximity","Mutual|Mutual",1,25.199,NA,NA,5,50.439,NA,NA,NA,NA
2025-08-21,"BB","3","No focal subject","Within 5m","Mutual|Mutual",3,80.679,NA,NA,8,344.439,NA,NA,NA,NA
2025-08-21,"BB","3","No focal subject","Unclear video","",8,24.639,NA,NA,63,276.74,NA,NA,NA,NA
2025-08-21,"BB","3","Broken beak","Alert","",1,4.08,130.44,2485.759,6,28.68,NA,NA,3.1278748850046,1.15377234880775
2025-08-21,"BB","3","Broken beak","Feed","Auto-|Unknown|None",6,NA,130.44,2485.759,114,NA,2.75988960441582,2.75167463941597,NA,NA
2025-08-21,"BB","3","Broken beak","Feed","Auto-|Successful|None",9,NA,130.44,2485.759,102,NA,4.13983440662374,2.46202467737218,NA,NA
2025-08-21,"BB","3","Broken beak","Feed","Auto-|Unsuccessful|None",3,NA,130.44,2485.759,41,NA,1.37994480220791,0.98963737031627,NA,NA
2025-08-21,"BB","3","Broken beak","Foraging","",8,126.36,130.44,2485.759,77,2034.519,NA,NA,96.8721251149954,81.8469932121336
2025-08-21,"BB","3","Other crow #1","Preen","Auto-|None",1,8.32,334.12,671.081,1,8.32,NA,NA,2.49012330899078,1.23979072570971
2025-08-21,"BB","3","Other crow #1","Feed","Auto-|Successful|None",10,NA,334.12,671.081,31,NA,1.79576200167604,2.77164753584143,NA,NA
2025-08-21,"BB","3","Other crow #1","Feed","Auto-|Unknown|None",19,NA,334.12,671.081,28,NA,3.41194780318448,2.50342358076,NA,NA
2025-08-21,"BB","3","Other crow #1","Feed","Auto-|Unsuccessful|None",3,NA,334.12,671.081,5,NA,0.538728600502813,0.447039925135714,NA,NA
2025-08-21,"BB","3","Other crow #1","Foraging","",11,325.8,334.12,671.081,39,662.761,NA,NA,97.5098766910092,98.7602092742903
2025-07-22,"C","1","No focal subject","Close proximity","Mutual|Mutual",2,76.36,NA,NA,2,76.36,NA,NA,NA,NA
2025-07-22,"C","1","No focal subject","Close proximity","Other crow #2|Broken beak",1,193.639,NA,NA,1,193.639,NA,NA,NA,NA
2025-07-22,"C","1","No focal subject","Close proximity","Other crow #1|Broken beak",2,65.24,NA,NA,2,65.24,NA,NA,NA,NA
2025-07-22,"C","1","No focal subject","Within 5m","Mutual|Mutual",2,111.798,NA,NA,2,111.798,NA,NA,NA,NA
2025-07-22,"C","1","No focal subject","Begging session","Broken beak,Other crow #1",4,38.24,NA,NA,4,38.24,NA,NA,NA,NA
2025-07-22,"C","1","No focal subject","Unclear video","",17,48.4,NA,NA,17,48.4,NA,NA,NA,NA
2025-07-22,"C","1","Broken beak","Feed","Auto-|Unknown|None",1,NA,94.197,94.197,1,NA,0.636962960603841,0.636962960603841,NA,NA
2025-07-22,"C","1","Broken beak","Foraging","",5,39.839,94.197,94.197,5,39.839,NA,NA,42.2932789791607,42.2932789791607
2025-07-22,"C","1","Broken beak","Resting","",4,16.118,94.197,94.197,4,16.118,NA,NA,17.1109483316878,17.1109483316878
2025-07-22,"C","1","Broken beak","Present head","",4,38.242,94.197,94.197,4,38.242,NA,NA,40.5978958990201,40.5978958990201
2025-07-22,"C","1","Other crow #1","Preen","Auto-|None",4,22.24,1315.474,1315.474,4,22.24,NA,NA,1.69064534912891,1.69064534912891
2025-07-22,"C","1","Other crow #1","Preen","Allo-|Broken beak",3,90.2,1315.474,1315.474,3,90.2,NA,NA,6.8568439969167,6.8568439969167
2025-07-22,"C","1","Other crow #1","Alert","",6,21.439,1315.474,1315.474,6,21.439,NA,NA,1.62975474999886,1.62975474999886
2025-07-22,"C","1","Other crow #1","Vocal","",1,NA,1315.474,1315.474,1,NA,0.0456109356779381,0.0456109356779381,NA,NA
2025-07-22,"C","1","Other crow #1","Feed","Auto-|Unknown|None",5,NA,1315.474,1315.474,5,NA,0.228054678389691,0.228054678389691,NA,NA
2025-07-22,"C","1","Other crow #1","Feed","Auto-|Unsuccessful|None",3,NA,1315.474,1315.474,3,NA,0.136832807033814,0.136832807033814,NA,NA
2025-07-22,"C","1","Other crow #1","Feed","Auto-|Successful|None",7,NA,1315.474,1315.474,7,NA,0.319276549745567,0.319276549745567,NA,NA
2025-07-22,"C","1","Other crow #1","Foraging","",23,537.636,1315.474,1315.474,23,537.636,NA,NA,40.8701350235732,40.8701350235732
2025-07-22,"C","1","Other crow #1","Resting","",8,605.719,1315.474,1315.474,8,605.719,NA,NA,46.045683913175,46.045683913175
2025-07-22,"C","1","Other crow #1","Open mouth","",1,NA,1315.474,1315.474,1,NA,0.0456109356779381,0.0456109356779381,NA,NA
2025-07-22,"C","1","Other crow #2","Preen","Auto-|None",4,70.84,190.399,190.399,4,70.84,NA,NA,37.2060777630135,37.2060777630135
2025-07-22,"C","1","Other crow #2","Preen","Allo-|Broken beak",2,8.56,190.399,190.399,2,8.56,NA,NA,4.49582193183788,4.49582193183788
2025-07-22,"C","1","Other crow #2","Alert","",1,7.08,190.399,190.399,1,7.08,NA,NA,3.71850692493133,3.71850692493133
2025-07-22,"C","1","Other crow #2","Feed","Auto-|Unknown|None",2,NA,190.399,190.399,2,NA,0.63025541100531,0.63025541100531,NA,NA
2025-07-22,"C","1","Other crow #2","Foraging","",6,73.639,190.399,190.399,6,73.639,NA,NA,38.6761485091833,38.6761485091833
2025-07-22,"C","1","Other crow #2","Resting","",1,30.28,190.399,190.399,1,30.28,NA,NA,15.903444871034,15.903444871034
2025-05-23,"BB","1","No focal subject","Unclear video","",3,25.1,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","1","Broken beak","Vocal","",7,NA,130.96,1059.548,32,NA,3.20708613317043,1.81209345872013,NA,NA
2025-05-23,"BB","1","Broken beak","Feed","Auto-|Unsuccessful|None",10,NA,130.96,1059.548,59,NA,4.58155161881491,3.34104731451525,NA,NA
2025-05-23,"BB","1","Broken beak","Feed","Auto-|Unknown|None",5,NA,130.96,1059.548,18,NA,2.29077580940745,1.01930257053008,NA,NA
2025-05-23,"BB","1","Broken beak","Feed","Auto-|Successful|None",1,NA,130.96,1059.548,29,NA,0.458155161881491,1.64220969696512,NA,NA
2025-05-23,"BB","1","Broken beak","Foraging","",3,130.96,130.96,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"BB","2","No focal subject","Close proximity","Mutual|Mutual",1,4.96,NA,NA,5,56.679,NA,NA,NA,NA
2025-05-23,"BB","2","No focal subject","Unclear video","",3,24.38,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","2","Broken beak","Foraging","",3,25.119,25.119,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"BB","2","Other crow #1","Foraging","",1,4.96,4.96,806.291,40,661.877,NA,NA,100,82.0890968645315
2025-05-23,"BB","3","No focal subject","Close proximity","Other crow #1|Broken beak",1,12.16,NA,NA,2,54.12,NA,NA,NA,NA
2025-05-23,"BB","3","No focal subject","Close proximity","Broken beak|Other crow #1",1,14.32,NA,NA,1,14.32,NA,NA,NA,NA
2025-05-23,"BB","3","No focal subject","Unclear video","",2,6.944,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","3","Broken beak","Feed","Auto-|Unknown|None",1,NA,29.589,1059.548,18,NA,2.02778059413971,1.01930257053008,NA,NA
2025-05-23,"BB","3","Broken beak","Foraging","",2,29.589,29.589,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"BB","3","Other crow #1","Preen","Auto-|None",1,3.4,26.28,806.291,4,16.8,NA,NA,12.937595129376,2.08361497275797
2025-05-23,"BB","3","Other crow #1","Feed","Auto-|Successful|None",4,NA,26.28,806.291,30,NA,9.1324200913242,2.23244461366926,NA,NA
2025-05-23,"BB","3","Other crow #1","Feed","Auto-|Unknown|None",3,NA,26.28,806.291,26,NA,6.84931506849315,1.93478533184669,NA,NA
2025-05-23,"BB","3","Other crow #1","Foraging","",2,22.88,26.28,806.291,40,661.877,NA,NA,87.0624048706241,82.0890968645315
2025-05-23,"BB","4","No focal subject","Unclear video","",1,3.064,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","4","Broken beak","Alert","",1,1.28,183.24,1059.548,6,62.96,NA,NA,0.698537437240777,5.94215646671977
2025-05-23,"BB","4","Broken beak","Feed","Auto-|Successful|None",7,NA,183.24,1059.548,29,NA,2.2920759659463,1.64220969696512,NA,NA
2025-05-23,"BB","4","Broken beak","Feed","Auto-|Unsuccessful|None",9,NA,183.24,1059.548,59,NA,2.94695481335953,3.34104731451525,NA,NA
2025-05-23,"BB","4","Broken beak","Feed","Auto-|Unknown|None",6,NA,183.24,1059.548,18,NA,1.96463654223969,1.01930257053008,NA,NA
2025-05-23,"BB","4","Broken beak","Foraging","",2,181.96,183.24,1059.548,33,996.588,NA,NA,99.3014625627592,94.0578435332802
2025-05-23,"BB","5","No focal subject","Unclear video","",1,1.7,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","5","Broken beak","Alert","",3,43.52,109.24,1059.548,6,62.96,NA,NA,39.838886854632,5.94215646671977
2025-05-23,"BB","5","Broken beak","Feed","Auto-|Unknown|None",3,NA,109.24,1059.548,18,NA,1.64774807762724,1.01930257053008,NA,NA
2025-05-23,"BB","5","Broken beak","Feed","Auto-|Unsuccessful|None",5,NA,109.24,1059.548,59,NA,2.7462467960454,3.34104731451525,NA,NA
2025-05-23,"BB","5","Broken beak","Feed","Auto-|Successful|None",3,NA,109.24,1059.548,29,NA,1.64774807762724,1.64220969696512,NA,NA
2025-05-23,"BB","5","Broken beak","Foraging","",3,65.72,109.24,1059.548,33,996.588,NA,NA,60.161113145368,94.0578435332802
2025-05-23,"BB","6","No focal subject","Unclear video","",4,9.339,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","6","Broken beak","Alert","",1,8.52,98.72,1059.548,6,62.96,NA,NA,8.63047001620745,5.94215646671977
2025-05-23,"BB","6","Broken beak","Feed","Auto-|Unknown|None",1,NA,98.72,1059.548,18,NA,0.607779578606159,1.01930257053008,NA,NA
2025-05-23,"BB","6","Broken beak","Feed","Auto-|Successful|None",6,NA,98.72,1059.548,29,NA,3.64667747163695,1.64220969696512,NA,NA
2025-05-23,"BB","6","Broken beak","Feed","Auto-|Unsuccessful|None",5,NA,98.72,1059.548,59,NA,3.03889789303079,3.34104731451525,NA,NA
2025-05-23,"BB","6","Broken beak","Foraging","",4,90.2,98.72,1059.548,33,996.588,NA,NA,91.3695299837925,94.0578435332802
2025-05-23,"BB","7","No focal subject","Unclear video","",2,5.215,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","7","Broken beak","Foraging","",2,47.64,47.64,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"BB","8","No focal subject","Unclear video","",4,10.38,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","8","Broken beak","Vocal","",25,NA,330,1059.548,32,NA,4.54545454545455,1.81209345872013,NA,NA
2025-05-23,"BB","8","Broken beak","Feed","Auto-|Successful|None",12,NA,330,1059.548,29,NA,2.18181818181818,1.64220969696512,NA,NA
2025-05-23,"BB","8","Broken beak","Feed","Auto-|Unsuccessful|None",30,NA,330,1059.548,59,NA,5.45454545454546,3.34104731451525,NA,NA
2025-05-23,"BB","8","Broken beak","Feed","Auto-|Unknown|None",1,NA,330,1059.548,18,NA,0.181818181818182,1.01930257053008,NA,NA
2025-05-23,"BB","8","Broken beak","Foraging","",4,330,330,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"BB","9","No focal subject","Close proximity","Mutual|Mutual",1,20.16,NA,NA,5,56.679,NA,NA,NA,NA
2025-05-23,"BB","9","No focal subject","Unclear video","",1,1.144,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"BB","9","Broken beak","Alert","",1,9.64,42.12,1059.548,6,62.96,NA,NA,22.8869895536562,5.94215646671977
2025-05-23,"BB","9","Broken beak","Foraging","",1,32.48,42.12,1059.548,33,996.588,NA,NA,77.1130104463438,94.0578435332802
2025-05-23,"BB","9","Other crow #1","Feed","Auto-|Successful|None",1,NA,20.16,806.291,30,NA,2.97619047619048,2.23244461366926,NA,NA
2025-05-23,"BB","9","Other crow #1","Foraging","",1,20.16,20.16,806.291,40,661.877,NA,NA,100,82.0890968645315
2025-05-23,"BB","9","Other crow #2","Foraging","",1,18.56,18.56,87.278,6,87.278,NA,NA,100,100
2025-05-23,"C","1","No focal subject","Unclear video","",16,134.639,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"C","1","Other crow #1","Alert","",4,40.439,208.558,806.291,7,56.279,NA,NA,19.3898100288649,6.97998613403846
2025-05-23,"C","1","Other crow #1","Feed","Auto-|Successful|None",3,NA,208.558,806.291,30,NA,0.863069266103434,2.23244461366926,NA,NA
2025-05-23,"C","1","Other crow #1","Feed","Auto-|Unknown|None",12,NA,208.558,806.291,26,NA,3.45227706441374,1.93478533184669,NA,NA
2025-05-23,"C","1","Other crow #1","Foraging","",18,168.119,208.558,806.291,40,661.877,NA,NA,80.6101899711351,82.0890968645315
2025-05-23,"C","2","No focal subject","Close proximity","Mutual|Mutual",3,31.559,NA,NA,5,56.679,NA,NA,NA,NA
2025-05-23,"C","2","No focal subject","Close proximity","Other crow #1|Broken beak",1,41.96,NA,NA,2,54.12,NA,NA,NA,NA
2025-05-23,"C","2","No focal subject","Unclear video","",7,31.429,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"C","2","Broken beak","Feed","Auto-|Unknown|None",1,NA,56.12,1059.548,18,NA,1.06913756236636,1.01930257053008,NA,NA
2025-05-23,"C","2","Broken beak","Foraging","",7,56.12,56.12,1059.548,33,996.588,NA,NA,100,94.0578435332802
2025-05-23,"C","2","Other crow #1","Preen","Auto-|None",3,13.4,188.398,806.291,4,16.8,NA,NA,7.11260204460769,2.08361497275797
2025-05-23,"C","2","Other crow #1","Feed","Auto-|Successful|None",13,NA,188.398,806.291,30,NA,4.14017133939851,2.23244461366926,NA,NA
2025-05-23,"C","2","Other crow #1","Feed","Auto-|Unknown|None",6,NA,188.398,806.291,26,NA,1.91084831049162,1.93478533184669,NA,NA
2025-05-23,"C","2","Other crow #1","Foraging","",8,174.998,188.398,806.291,40,661.877,NA,NA,92.8873979553923,82.0890968645315
2025-05-23,"C","3","No focal subject","Unclear video","",3,8.6,NA,NA,55,283.369,NA,NA,NA,NA
2025-05-23,"C","3","Other crow #1","Alert","",2,6.72,62.4,806.291,7,56.279,NA,NA,10.7692307692308,6.97998613403846
2025-05-23,"C","3","Other crow #1","Feed","Auto-|Successful|None",2,NA,62.4,806.291,30,NA,1.92307692307692,2.23244461366926,NA,NA
